[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
13314: (3791, 8287)
13315: (13479, 15625)
13316: (13682, 6337)
13317: (8711, 11692)
13318: (6989, 22269)
13319: (2802, 8764)
13320: (13689, 16169)
13321: (12520, 10170)
13322: (8818, 19876)
13323: (14285, 15351)
13324: (7107, 13062)
13325: (6429, 20679)
13326: (14227, 22425)
13327: (16711, 15917)
13328: (17068, 14907)
13329: (10734, 10683)
13330: (10135, 13518)
13331: (10117, 4837)
13332: (12844, 9884)
13333: (13808, 14769)
13334: (4527, 2274)
13335: (13367, 21089)
13336: (12834, 9696)
13337: (12501, 9346)
13338: (12259, 10319)
13339: (7437, 7529)
13340: (13117, 17389)
13341: (1364, 7530)
13342: (1845, 9359)
13343: (14527, 3115)
13344: (12217, 18216)
13345: (1285, 7996)
13346: (11954, 13707)
13347: (13101, 21519)
13348: (10324, 18140)
13349: (3622, 6184)
13350: (11957, 10471)
13351: (8995, 19438)
13352: (1869, 7702)
13353: (6678, 2810)
13354: (11631, 10645)
13355: (16722, 11861)
13356: (15001, 13266)
13357: (11660, 10794)
13358: (10758, 11226)
13359: (9866, 11229)
13360: (12602, 11497)
13361: (9177, 21724)
13362: (12180, 8235)
13363: (12161, 9322)
13364: (2556, 10765)
13365: (10693, 11075)
13366: (14435, 19545)
13367: (11077, 10894)
13368: (13771, 13290)
13369: (5368, 2087)
13370: (13612, 1956)
13371: (10283, 9463)
13372: (9478, 11104)
13373: (12716, 10515)
13374: (8730, 1871)
13375: (9047, 10596)
13376: (11951, 14931)
13377: (17333, 13349)
13378: (12494, 10433)
13379: (11160, 9412)
13380: (12468, 15353)
13381: (15479, 16959)
13382: (9965, 6617)
13383: (6280, 3478)
13384: (12223, 17743)
13385: (9915, 16211)
13386: (5810, 21746)
13387: (9379, 11383)
13388: (10533, 2156)
13389: (9583, 2020)
13390: (8233, 21889)
13391: (9759, 11078)
13392: (14129, 19908)
13393: (13683, 2527)
13394: (3894, 1163)
13395: (5289, 1936)
13396: (12488, 1643)
13397: (10355, 11760)
13398: (16804, 14258)
13399: (9446, 2134)
13400: (14312, 20537)
13401: (5759, 1793)
13402: (10941, 1537)
13403: (7659, 22549)
13404: (10050, 14794)
13405: (2546, 16484)
13406: (6205, 12332)
13407: (5621, 16883)
13408: (10218, 16961)
13409: (13823, 2045)
13410: (5408, 5497)
13411: (11605, 15732)
13412: (6111, 15953)
13413: (11338, 16110)
13414: (15287, 14130)
13415: (4558, 7761)
13416: (8395, 12398)
13417: (10533, 12427)
13418: (10503, 11406)
13419: (1934, 8697)
13420: (478, 11221)
13421: (411, 8304)
13422: (1412, 5887)
13423: (6474, 1115)
13424: (13508, 1295)
13425: (14721, 13254)
13426: (8816, 8429)
13427: (15796, 20889)
13428: (15807, 20057)
13429: (913, 13547)
13430: (1771, 8745)
13431: (9709, 7097)
13432: (4689, 977)
13433: (9707, 14691)
13434: (10933, 19042)
13435: (9613, 11001)
13436: (7505, 22663)
13437: (2232, 16070)
13438: (4747, 7544)
13439: (6261, 21949)
13440: (9310, 17418)
13441: (11691, 16375)
13442: (2184, 9072)
13443: (2142, 8216)
13444: (7610, 19675)
13445: (8857, 11417)
13446: (649, 8759)
13447: (7668, 7480)
13448: (11832, 15598)
13449: (13880, 15962)
13450: (8618, 15848)
13451: (1706, 9355)
13452: (2071, 9042)
13453: (8692, 6663)
13454: (10701, 931)
13455: (10131, 12827)
13456: (7399, 4051)
13457: (6651, 968)
13458: (3033, 8491)
13459: (11185, 10492)
13460: (10669, 15042)
13461: (17877, 12621)
13462: (17143, 12659)
13463: (16615, 12042)
13464: (12019, 11935)
13465: (16608, 11380)
13466: (10715, 11209)
13467: (16731, 14754)
13468: (11875, 9510)
13469: (8224, 3083)
13470: (2160, 8927)
13471: (2987, 6927)
13472: (6631, 9956)
13473: (7785, 22465)
13474: (10890, 13416)
13475: (3536, 2013)
13476: (14091, 22240)
13477: (7904, 2031)
13478: (10552, 14888)
13479: (9084, 16247)
13480: (9852, 8959)
13481: (11024, 11202)
13482: (8180, 18137)
13483: (4593, 7674)
13484: (8801, 1859)
13485: (2718, 10113)
13486: (3612, 7314)
13487: (7267, 2356)
13488: (3700, 13008)
13489: (4026, 10227)
13490: (11173, 14200)
13491: (8763, 9317)
13492: (10426, 665)
13493: (11528, 10748)
13494: (8192, 10678)
13495: (13795, 3089)
13496: (9969, 1756)
13497: (9222, 1706)
13498: (6563, 5641)
13499: (8559, 11146)
13500: (6861, 3863)
13501: (11709, 2456)
13502: (15933, 3767)
13503: (6757, 5317)
13504: (11621, 2081)
13505: (12909, 10119)
13506: (3100, 7199)
13507: (8766, 10077)
13508: (4812, 2103)
13509: (12054, 9760)
13510: (10659, 7575)
13511: (11497, 9659)
13512: (10605, 9226)
13513: (11053, 9992)
13514: (8795, 17008)
13515: (7450, 2596)
13516: (9077, 9794)
13517: (9934, 2327)
13518: (9964, 8534)
13519: (7669, 5411)
13520: (13746, 2401)
13521: (8327, 7711)
13522: (10903, 10331)
13523: (12189, 10025)
13524: (5539, 4453)
13525: (13184, 2244)
13526: (8610, 2447)
13527: (11573, 2701)
13528: (8994, 4758)
13529: (9405, 10366)
13530: (9506, 5222)
13531: (3902, 9450)
13532: (10193, 8767)
13533: (7620, 2475)
13534: (11342, 8589)
13535: (9324, 1115)
13536: (7530, 2462)
13537: (7159, 1535)
13538: (8373, 10050)
13539: (10553, 10086)
13540: (11136, 10194)
13541: (10768, 10248)
13542: (13462, 1037)
13543: (12726, 9364)
13544: (9057, 1298)
13545: (3011, 8130)
13546: (10508, 20114)
13547: (3090, 19272)
13548: (6174, 23263)
13549: (3975, 18535)
13550: (13680, 20413)
13551: (757, 8451)
13552: (3393, 9974)
13553: (7354, 4379)
13554: (9419, 12169)
13555: (3449, 9406)
13556: (9733, 11742)
13557: (2462, 9056)
13558: (3252, 9509)
13559: (8583, 10458)
13560: (9197, 2656)
13561: (2302, 8616)
13562: (11859, 6246)
13563: (7565, 7803)
13564: (13782, 10639)
13565: (1358, 8626)
13566: (15559, 20468)
13567: (13890, 18679)
13568: (5299, 9221)
13569: (7523, 13323)
13570: (9566, 2815)
13571: (3505, 19513)
13572: (9685, 19940)
13573: (11316, 11370)
13574: (9130, 10020)
13575: (5343, 22949)
13576: (9864, 12669)
13577: (5540, 18500)
13578: (10857, 15475)
13579: (835, 8297)
13580: (10369, 6874)
13581: (7441, 2295)
13582: (10536, 1886)
13583: (10618, 11204)
13584: (14058, 20331)
13585: (3824, 1299)
13586: (3457, 8651)
13587: (2038, 8971)
13588: (7098, 20658)
13589: (7013, 20591)
13590: (8288, 10733)
13591: (9314, 9777)
13592: (13737, 1352)
13593: (9579, 14822)
13594: (6968, 14124)
13595: (7535, 18096)
13596: (11135, 15195)
13597: (6099, 4766)
13598: (10371, 16808)
13599: (3443, 9463)
13600: (11972, 1501)
13601: (9813, 19176)
13602: (2586, 8703)
13603: (13615, 19462)
13604: (4723, 18808)
13605: (5793, 16339)
13606: (9264, 18150)
13607: (12036, 2192)
13608: (11046, 13156)
13609: (8945, 15207)
13610: (4944, 16694)
13611: (9656, 14090)
13612: (10458, 19865)
13613: (14170, 16768)
13614: (12442, 16959)
13615: (12312, 17420)
13616: (11894, 14753)
13617: (12668, 17606)
13618: (9869, 9426)
13619: (10020, 6563)
13620: (7971, 7596)
13621: (2739, 7475)
13622: (2398, 12433)
13623: (11677, 5747)
13624: (12974, 3013)
13625: (11337, 6887)
13626: (2154, 7905)
13627: (2347, 14177)
13628: (13440, 21597)
13629: (10058, 18794)
13630: (8009, 5234)
13631: (7223, 12346)
13632: (10040, 15691)
13633: (10667, 15686)
13634: (14338, 16675)
13635: (9666, 14496)
13636: (9550, 15086)
13637: (4329, 7755)
13638: (4464, 5922)
13639: (11176, 20018)
13640: (14268, 10417)
13641: (13653, 20279)
13642: (6766, 17242)
13643: (6579, 2327)
13644: (5337, 14069)
13645: (4641, 14574)
13646: (9802, 10007)
13647: (9552, 7138)
13648: (16201, 13964)
13649: (2934, 10155)
13650: (12371, 17650)
13651: (1458, 10583)
13652: (13260, 17074)
13653: (14216, 5339)
13654: (10396, 18280)
13655: (13335, 10336)
13656: (3770, 9783)
13657: (13202, 19332)
13658: (13987, 17411)
13659: (11062, 16633)
13660: (9317, 14239)
13661: (7320, 18538)
13662: (15834, 19432)
13663: (17576, 12796)
13664: (9791, 7909)
13665: (1354, 7023)
13666: (8627, 18368)
13667: (12593, 16090)
13668: (11319, 2979)
13669: (9337, 10221)
13670: (5320, 6764)
13671: (16439, 18086)
13672: (1088, 12250)
13673: (12099, 17606)
13674: (10509, 11276)
13675: (12864, 15461)
13676: (12658, 19949)
13677: (14975, 17828)
13678: (13256, 16760)
13679: (11737, 20447)
13680: (10153, 1730)
13681: (9503, 3426)
13682: (5016, 2047)
13683: (5305, 2498)
13684: (4601, 9403)
13685: (13178, 3253)
13686: (11944, 6913)
13687: (12663, 3246)
13688: (14878, 3905)
13689: (11440, 16177)
13690: (6760, 22439)
13691: (10631, 11515)
13692: (13309, 18634)
13693: (2364, 9320)
13694: (5000, 17011)
13695: (7440, 17467)
13696: (10838, 16973)
13697: (10216, 20059)
13698: (11321, 12207)
13699: (8382, 10910)
13700: (6025, 14926)
13701: (12839, 13965)
13702: (8893, 18388)
13703: (6155, 11918)
13704: (4668, 2022)
13705: (5485, 2868)
13706: (8406, 2693)
13707: (8351, 10625)
13708: (9656, 9084)
13709: (3970, 5563)
13710: (1724, 5913)
13711: (10386, 14842)
13712: (14486, 20437)
13713: (1701, 13280)
13714: (3702, 2130)
13715: (17285, 15264)
13716: (14680, 17752)
13717: (16043, 20048)
13718: (10704, 11682)
13719: (15388, 16186)
13720: (9978, 14433)
13721: (7768, 1139)
13722: (12852, 1681)
13723: (3376, 2205)
13724: (11614, 4278)
13725: (13070, 6978)
13726: (15124, 19427)
13727: (15045, 10613)
13728: (10827, 12515)
13729: (11388, 16177)
13730: (8698, 7692)
13731: (12143, 3728)
13732: (8409, 12076)
13733: (5877, 1310)
13734: (3626, 10499)
13735: (2527, 9464)
13736: (10760, 10042)
13737: (6506, 12550)
13738: (11283, 13038)
13739: (9211, 12401)
13740: (6195, 18570)
13741: (10877, 11045)
13742: (6039, 21607)
13743: (2719, 7415)
13744: (12785, 10857)
13745: (4235, 5233)
13746: (12903, 19600)
13747: (6474, 22618)
13748: (6536, 20548)
13749: (3882, 15826)
13750: (4006, 7633)
13751: (11748, 7547)
13752: (12103, 20422)
13753: (14053, 20778)
13754: (3848, 5460)
13755: (9234, 15550)
13756: (11283, 6730)
13757: (6650, 18088)
13758: (2046, 14630)
13759: (3979, 17214)
13760: (8218, 22341)
13761: (8337, 12990)
13762: (11801, 1105)
13763: (9878, 1814)
13764: (6957, 11566)
13765: (13015, 12209)
13766: (9377, 9684)
13767: (4478, 7032)
13768: (4482, 6417)
13769: (9692, 7337)
13770: (13528, 16169)
13771: (8731, 12178)
13772: (2549, 10129)
13773: (984, 12717)
13774: (14896, 11972)
13775: (7106, 20726)
13776: (4449, 8106)
13777: (14461, 21125)
13778: (11506, 999)
13779: (12706, 6042)
13780: (10227, 14621)
13781: (10063, 17508)
13782: (1860, 6820)
13783: (4803, 13606)
13784: (1579, 5949)
13785: (6835, 8920)
13786: (7617, 4210)
13787: (13714, 5879)
13788: (10067, 9640)
13789: (5509, 16128)
13790: (2153, 8707)
13791: (9230, 16143)
13792: (13326, 16581)
13793: (7884, 22747)
13794: (5141, 5812)
13795: (14012, 1645)
13796: (13498, 20340)
13797: (3339, 8199)
13798: (2615, 7920)
13799: (8994, 10528)
13800: (8189, 12193)
13801: (4353, 7305)
13802: (11730, 14730)
13803: (3666, 10232)
13804: (7394, 13209)
13805: (14715, 14404)
13806: (8640, 20508)
13807: (8824, 21245)
13808: (12214, 18697)
13809: (8845, 10110)
13810: (2835, 6603)
13811: (11443, 17482)
13812: (14867, 13116)
13813: (9392, 16308)
13814: (6854, 4454)
13815: (5998, 5927)
13816: (13396, 7038)
13817: (11053, 3652)
13818: (4383, 10196)
13819: (8467, 7996)
13820: (8299, 2422)
13821: (10977, 7662)
13822: (8907, 20219)
13823: (8395, 19977)
13824: (10318, 15262)
13825: (13504, 17129)
13826: (3029, 17400)
13827: (6503, 1649)
13828: (13072, 5513)
13829: (5865, 6797)
13830: (5240, 3401)
13831: (3831, 8030)
13832: (6795, 8064)
13833: (9856, 9702)
13834: (3567, 7641)
13835: (3071, 9952)
13836: (3503, 10935)
13837: (5034, 4762)
13838: (6256, 6390)
13839: (7818, 7361)
13840: (4401, 9790)
13841: (7911, 7460)
13842: (7656, 1083)
13843: (17451, 11564)
13844: (6556, 3689)
13845: (15321, 13874)
13846: (11752, 11016)
13847: (6398, 11918)
13848: (5018, 8912)
13849: (6441, 3850)
13850: (7479, 5536)
13851: (13427, 10945)
13852: (13109, 5635)
13853: (12420, 8108)
13854: (3318, 9106)
13855: (242, 11710)
13856: (8812, 10820)
13857: (3368, 5969)
13858: (3590, 7161)
13859: (4071, 5550)
13860: (14224, 11590)
13861: (479, 8252)
13862: (8005, 11725)
13863: (3975, 2185)
13864: (12997, 10064)
13865: (15746, 4269)
13866: (14469, 10631)
13867: (13317, 2520)
13868: (3858, 7996)
13869: (3851, 6296)
13870: (2721, 6303)
13871: (4362, 10035)
13872: (13773, 6259)
13873: (2716, 9775)
13874: (1563, 7518)
13875: (4025, 5573)
13876: (12944, 8202)
13877: (4463, 686)
13878: (16054, 16308)
13879: (5203, 9526)
13880: (9470, 11560)
13881: (7918, 4226)
13882: (8840, 2925)
13883: (13035, 7122)
13884: (1652, 7062)
13885: (2732, 8280)
13886: (6490, 5003)
13887: (12993, 20603)
13888: (9434, 13107)
13889: (9473, 2524)
13890: (9308, 19487)
13891: (13893, 17073)
13892: (9061, 10091)
13893: (9028, 10044)
13894: (5416, 5968)
13895: (6943, 6807)
13896: (6896, 21568)
13897: (1614, 8759)
13898: (662, 7929)
13899: (12308, 12441)
13900: (11217, 9017)
13901: (4408, 15572)
13902: (1409, 6167)
13903: (14232, 4063)
13904: (13935, 4211)
13905: (1225, 8924)
13906: (9216, 4609)
13907: (4266, 7700)
13908: (10977, 342)
13909: (3116, 6074)
13910: (3698, 7860)
13911: (8366, 5600)
13912: (13492, 17964)
13913: (3900, 10679)
13914: (4123, 9707)
13915: (8724, 14408)
13916: (15957, 18804)
13917: (6855, 23086)
13918: (1927, 8536)
13919: (10204, 16899)
13920: (4499, 8301)
13921: (11981, 13136)
13922: (11962, 14802)
13923: (12924, 18925)
13924: (12132, 11355)
13925: (12394, 2656)
13926: (10076, 11477)
13927: (1628, 9154)
13928: (9817, 7722)
13929: (3084, 5692)
13930: (4338, 5749)
13931: (13307, 17424)
13932: (11814, 16798)
13933: (7455, 17067)
13934: (9012, 2425)
13935: (8884, 815)
13936: (11986, 14320)
13937: (3350, 10338)
13938: (14636, 14283)
13939: (17569, 11143)
13940: (10448, 11966)
13941: (12589, 10435)
13942: (15905, 10901)
13943: (9330, 10926)
13944: (10251, 11006)
13945: (14175, 9913)
13946: (10964, 4709)
13947: (3123, 13301)
13948: (5288, 5072)
13949: (9887, 10953)
13950: (7020, 22803)
13951: (14863, 16908)
13952: (8588, 11829)
13953: (12292, 3399)
13954: (9259, 18957)
13955: (7631, 13982)
13956: (9638, 21523)
13957: (7403, 4117)
13958: (7918, 866)
13959: (9453, 11338)
13960: (4319, 19660)
13961: (4311, 20075)
13962: (8640, 21038)
13963: (5966, 19852)
13964: (11037, 15802)
13965: (6512, 3482)
13966: (14172, 16522)
13967: (11685, 12745)
13968: (11316, 17507)
13969: (11032, 14583)
13970: (7507, 20930)
13971: (10037, 14976)
13972: (6574, 12796)
13973: (12786, 15568)
13974: (4778, 17738)
13975: (8012, 21320)
13976: (12742, 20528)
13977: (13277, 19224)
13978: (4280, 14289)
13979: (11419, 20072)
13980: (14606, 19453)
13981: (10399, 18716)
13982: (10902, 18639)
13983: (11843, 8155)
13984: (6012, 15824)
13985: (3790, 8086)
13986: (8567, 21260)
13987: (12429, 16765)
13988: (11900, 1330)
13989: (15604, 18269)
13990: (12854, 20230)
13991: (11740, 20034)
13992: (10508, 20304)
13993: (10315, 13687)
13994: (6536, 16682)
13995: (13724, 20455)
13996: (7256, 20925)
13997: (13310, 16717)
13998: (10688, 19222)
13999: (4996, 12685)
14000: (7210, 10044)
14001: (12417, 3126)
14002: (3810, 6745)
14003: (13669, 13886)
14004: (8673, 11260)
14005: (7820, 2256)
14006: (14899, 18328)
14007: (16123, 18549)
14008: (7792, 8644)
14009: (6245, 21101)
14010: (9597, 11246)
14011: (8056, 20902)
14012: (9369, 15687)
14013: (13924, 9988)
14014: (10104, 19161)
14015: (13382, 20738)
14016: (4134, 9190)
14017: (2796, 9597)
14018: (607, 11779)
14019: (10159, 15814)
14020: (7494, 488)
14021: (12948, 2023)
14022: (9692, 14152)
14023: (1137, 7366)
14024: (8302, 8416)
14025: (12810, 16555)
14026: (9983, 12068)
14027: (9460, 5086)
14028: (8984, 10203)
14029: (8532, 16091)
14030: (8346, 21182)
14031: (10509, 8263)
14032: (4251, 6667)
14033: (12816, 20021)
14034: (838, 8902)
14035: (14522, 18875)
14036: (1176, 7200)
14037: (879, 8599)
14038: (14959, 15742)
14039: (12352, 11843)
14040: (9275, 11625)
14041: (9504, 4628)
14042: (9778, 10933)
14043: (13738, 11324)
14044: (12072, 10124)
14045: (7916, 20371)
14046: (10224, 15776)
14047: (10397, 13659)
14048: (10658, 13901)
14049: (6572, 21417)
14050: (7679, 19337)
14051: (7702, 16107)
14052: (10327, 19977)
14053: (11684, 14002)
14054: (11065, 15271)
14055: (8930, 20417)
14056: (3220, 18141)
14057: (7572, 14467)
14058: (7365, 23186)
14059: (6722, 23252)
14060: (15875, 11241)
14061: (15393, 16621)
14062: (762, 13429)
14063: (10509, 14976)
14064: (10291, 15385)
14065: (851, 11899)
14066: (10544, 14040)
14067: (15477, 16443)
14068: (10574, 15625)
14069: (16194, 3875)
14070: (5703, 2304)
14071: (8832, 12770)
14072: (2662, 9570)
14073: (3816, 712)
14074: (5706, 16364)
14075: (8263, 11741)
14076: (5396, 9129)
14077: (9933, 2607)
14078: (16990, 11681)
14079: (2498, 9516)
14080: (6933, 7922)
14081: (16705, 14895)
14082: (10985, 4092)
14083: (11202, 3025)
14084: (12339, 10599)
14085: (2715, 7647)
14086: (10903, 11506)
14087: (12673, 7148)
14088: (3940, 8678)
14089: (1570, 8693)
14090: (9578, 5600)
14091: (11748, 7978)
14092: (3905, 9899)
14093: (13822, 13140)
14094: (13312, 10862)
14095: (8233, 3569)
14096: (4109, 6369)
14097: (10523, 8784)
14098: (13553, 6554)
14099: (899, 8351)
14100: (16934, 11732)
14101: (11460, 6558)
14102: (8796, 6755)
14103: (17453, 12351)
14104: (14975, 10878)
14105: (17160, 11818)
14106: (9534, 6057)
14107: (12424, 6969)
14108: (12511, 3747)
14109: (8018, 6455)
14110: (10210, 2208)
14111: (3215, 626)
14112: (5897, 4200)
14113: (6285, 3791)
14114: (8548, 10507)
14115: (6619, 7090)
14116: (4760, 9675)
14117: (5650, 2437)
14118: (2325, 8693)
14119: (2461, 9200)
14120: (3901, 8044)
14121: (3260, 7631)
14122: (8153, 541)
14123: (3367, 6592)
14124: (10520, 7330)
14125: (1945, 10582)
14126: (4504, 807)
14127: (7311, 3765)
14128: (10670, 1319)
14129: (4980, 9521)
14130: (5044, 9134)
14131: (9184, 5081)
14132: (5686, 10505)
14133: (10857, 11222)
14134: (3906, 9254)
14135: (4806, 9555)
14136: (15338, 11916)
14137: (9312, 11156)
14138: (5192, 5165)
14139: (4672, 5840)
14140: (7504, 1248)
14141: (5478, 6759)
14142: (4697, 7543)
14143: (6780, 5464)
14144: (3701, 7694)
14145: (1133, 9016)
14146: (6932, 4378)
14147: (11626, 10379)
14148: (11433, 9932)
14149: (12351, 9598)
14150: (11018, 10086)
14151: (3777, 8588)
14152: (11603, 17613)
14153: (4824, 4160)
14154: (9904, 6928)
14155: (4621, 6678)
14156: (1705, 6877)
14157: (10727, 8434)
14158: (5975, 4535)
14159: (7193, 4744)
14160: (3373, 2532)
14161: (4078, 10463)
14162: (12491, 20415)
14163: (11502, 19803)
14164: (14568, 20968)
14165: (13385, 21467)
14166: (2752, 7830)
14167: (3195, 7747)
14168: (3445, 9535)
14169: (9801, 9499)
14170: (5371, 7847)
14171: (4066, 6972)
14172: (11243, 9749)
14173: (8521, 698)
14174: (9991, 8951)
14175: (15802, 11893)
14176: (12280, 13416)
14177: (7385, 5891)
14178: (14236, 10539)
14179: (13417, 10180)
14180: (11829, 10731)
14181: (11971, 8754)
14182: (11140, 10484)
14183: (17497, 12163)
14184: (8481, 11665)
14185: (11964, 11072)
14186: (9023, 12960)
14187: (15015, 10979)
14188: (10932, 8791)
14189: (10228, 5045)
14190: (12214, 10294)
14191: (12112, 11949)
14192: (8571, 2787)
14193: (10784, 6959)
14194: (12862, 10000)
14195: (7680, 518)
14196: (10360, 11882)
14197: (12051, 8496)
14198: (3126, 9513)
14199: (11850, 15891)
14200: (15984, 11629)
14201: (15078, 12310)
14202: (12255, 10801)
14203: (17547, 13085)
14204: (16917, 12829)
14205: (17375, 13121)
14206: (11006, 13509)
14207: (2132, 9236)
14208: (3106, 6908)
14209: (9606, 3263)
14210: (11280, 13306)
14211: (4114, 7806)
14212: (3677, 10182)
14213: (13243, 13126)
14214: (7854, 18264)
14215: (966, 7298)
14216: (11034, 14860)
14217: (5517, 2316)
14218: (14347, 12435)
14219: (10480, 4402)
14220: (2846, 9256)
14221: (17342, 14857)
14222: (12416, 10166)
14223: (6840, 21283)
14224: (1238, 7843)
14225: (2356, 9366)
14226: (3808, 9370)
14227: (14353, 14215)
14228: (11400, 14417)
14229: (15879, 17942)
14230: (6018, 21630)
14231: (3967, 8592)
14232: (4137, 9825)
14233: (4228, 13262)
14234: (7496, 4572)
14235: (16452, 13271)
14236: (3794, 1169)
14237: (9736, 4579)
14238: (11607, 15600)
14239: (8981, 15414)
14240: (8744, 11788)
14241: (4172, 7464)
14242: (10587, 6061)
14243: (11931, 17129)
14244: (4006, 11233)
14245: (13701, 20984)
14246: (9125, 18211)
14247: (12534, 18624)
14248: (16012, 15292)
14249: (12256, 19353)
14250: (14149, 11822)
14251: (6973, 3949)
14252: (11339, 19659)
14253: (8800, 21944)
14254: (13175, 3924)
14255: (12293, 12158)
14256: (12092, 10308)
14257: (9091, 11186)
14258: (8114, 10534)
14259: (6991, 21118)
14260: (7410, 15236)
14261: (5191, 23607)
14262: (14704, 16920)
14263: (8991, 20608)
14264: (9118, 19644)
14265: (8711, 19055)
14266: (10420, 16184)
14267: (12797, 5310)
14268: (7810, 18598)
14269: (12980, 15388)
14270: (7484, 7077)
14271: (15313, 17350)
14272: (16416, 14058)
14273: (12006, 17122)
14274: (13041, 15028)
14275: (14463, 14326)
14276: (12865, 9564)
14277: (12987, 10494)
14278: (13362, 17365)
14279: (12033, 19094)
14280: (13890, 15683)
14281: (3815, 12127)
14282: (3949, 19657)
14283: (13665, 14413)
14284: (3313, 10451)
14285: (4122, 13055)
14286: (9262, 14553)
14287: (11419, 18355)
14288: (3783, 17109)
